x,y,z,width,height,area
100.0,0.0,3.142857142857143,6.823576819784981,3.297566839463167,22.50120064745249
-77.35213617132945,70.8608930720005,3.1988903243251956,6.745897011446618,3.7866996101961194,25.544685583668077
9.34876080489137,-106.52430748450291,3.222100028032176,7.292648139103864,4.1864607571607335,30.530385250139577
66.01079621514222,86.09939441642572,3.2399094600695366,7.0544768049681785,4.4712933595846795,31.542635293398362
-108.12725867946851,-19.12618958389224,3.254923505793248,6.03983772583689,3.6428753005363728,22.00237567069898
93.62580882683946,-59.55707579691929,3.26815114561529,6.995259796073284,3.146259835893684,22.008904938027214
-29.078177344928477,108.16937033469301,3.280109846118646,6.806112967861008,4.135081851002909,28.143834209277596
-52.06952527081592,-100.25670240515068,3.291107006189363,6.739860787692138,4.149352270557252,27.96605666265016
106.95817231714993,39.06095298387766,3.3013429132072085,6.699197247981258,3.2248391194431245,21.603833354155682
-106.0304864639231,43.76784346004193,3.3109566872613003,6.63327499677109,3.6800198187385753,24.41058345126067
48.95605269259939,-104.61624101865952,3.3200496208417265,6.62294266343206,4.311500600205919,28.554821268516715
34.795068566045956,110.93216151480684,3.328698181596569,6.843855398947419,3.8600943645954704,26.417927657583217
-101.21600271264367,-58.65674245787466,3.336961777281931,6.241746799520416,3.2057705619811783,20.009608145242787
114.93292892664512,-25.26768201231521,3.3448876517675847,6.84093909933246,3.826958779674978,26.179991947412198
-68.06368345906905,96.81358574109743,3.3525141102015263,6.747610956608094,3.7326138050229347,25.18622580755938
-15.291340879596534,-118.00222219833257,3.3598727215179283,7.457035177435379,3.551527738336467,26.483867278412546
91.46090011821772,77.08334344684634,3.3669898687293536,6.931754746137373,3.5667637702375794,24.72393169269517
-120.11253122308132,4.967030264792418,3.3738878685893257,6.619792321170103,3.3895581295315167,22.438170878032434
85.62748450050347,-85.21078380990029,3.380585798382241,6.593548737407306,3.895871857730966,25.687620968642666
-5.606314011476931,121.24170934031339,3.38710011836146,6.5066631097823695,4.36590177437825,28.407452016280352
-78.11939183721321,-93.61313981641852,3.393445148373437,7.410514434287485,4.482239674428261,33.21570180528666
121.37421535756988,16.330729010259294,3.3996334383636904,6.613758321061066,3.4613437972038796,22.892491340810267
-100.96282990156291,70.24730733026873,3.405676060287943,6.205079737250614,3.802659452960598,23.595805119230313
27.108911788343192,-120.50183082703036,3.4115828408931312,6.968254334832993,3.860423773159448,26.900414691610663
61.65998583883811,107.6048969026502,3.4173625493801496,7.11429245685156,3.773975563484555,26.849165883640286
-118.62408089940382,-37.844317244308115,3.423023050197406,6.9391348008440925,3.885394665260427,26.961277336722613
113.47389169804906,-52.42781611796769,3.428571428571429,6.678513574520672,3.4749254927323685,23.207337073661055
-48.441490406480064,115.74846488134536,3.4340140944943247,6.978612568830288,3.9229019185309575,27.37641263494859
-42.62594117838745,-118.51097534980161,3.4393568695215833,7.495840016954446,3.6360221395974284,27.25504025652673
111.89054975812381,58.806537091781905,3.444605059730681,6.795219302251134,3.533059450902863,24.00791377677593
-122.66431065213817,32.33391862557546,3.4497635174454713,6.458404354645141,3.0253782827898474,19.539116276018788
68.84767637468917,-107.07395531355917,3.454836693770954,6.854786696839473,3.8069440473826925,26.0957894116111
21.635267056575973,125.88942747853649,3.459828683557274,7.034910021833677,3.5578595946599125,25.029222118750123
-101.3302473686176,-78.47583908742278,3.4647432640852047,6.156302516861719,3.131096990731047,19.2759802845757
128.14955042720817,-10.616928302516417,3.4695839285124945,6.5929008502804045,3.638975588464238,23.99140525133551
-87.60528813627941,94.69874949311013,3.4743539149230407,6.705459798314722,4.141068354674856,27.767767374345542
0.631334045858665,-129.41588035033675,3.4790562316654583,7.026314000667557,3.995172971718531,28.071339786274525
87.22628036157701,96.15424318891952,3.4836936795444133,7.336724095856299,4.46160168013957,32.73354055279293
-129.66782347166767,-12.017584734540435,3.4882688713297085,6.983551011074202,3.8549022687394294,26.92090663644748
104.04549645032742,-78.96682230761759,3.4927842489690253,6.3059061941768215,3.008856126938066,18.973564488245632
-23.448403619000793,128.8931633513559,3.4972420988263098,6.909406816150499,3.8382121521784174,26.519769206093233
-69.98112586603895,-111.20700893771644,3.5016445652157033,7.2330961326912195,3.653827825305107,26.42848791273394
127.08817217034887,34.82959907948378,3.5059936624584243,6.455939138027418,3.220967895054342,20.794372696011116
-117.57247850421913,60.336254801657205,3.5102912856549557,6.08387133644298,3.952620345162207,24.04723362177371
46.06693924168465,-124.25765880811997,3.514539220335995,6.970788443064846,4.425115442940151,30.846543588874983
50.105076099816955,123.08187219515733,3.518739151131584,7.083187957220433,4.020676946025128,28.47921052395902
-120.41495205337662,-57.06689294471886,3.522892669577815,6.5547652691466975,3.364881865229464,22.05601078498765
